,0
169,-1.9982881802919215
170,0.1904160024454764
171,-0.7772070004097379
172,-3.4985454147497803
173,-0.3457305111792277
174,0.11175979976884087
175,1.0281160503659195
176,1.657385987274835
177,0.8408788395600669
178,-5.666269279643139
179,3.4248905741332507
180,2.414780420178352
181,1.190675238254903
182,1.0882436542453864
183,1.220244789656566
184,-4.7725073769843425
185,-0.07753081909708437
186,1.8301721439038972
187,-0.9523882785232402
188,0.1711014631831732
189,-3.6186045551135493
190,3.842114166501485
191,1.2895910199578668
192,-3.716111618127976
193,2.3343559435354826
194,2.648374354075193
195,-0.27067212846101807
196,-0.5111506281134843
197,1.055710001361077
198,-1.62261443116827
199,1.8823772317301546
200,1.92747057866018
201,-2.0573094644963366
202,0.10670843305849698
203,3.64142698420991
204,2.126191369371271
205,-2.2811364681603106
206,-0.4560693471749241
207,-0.38528741559258817
208,-2.646438400520456
209,-0.5684245751226502
210,-1.3288271687049638
211,0.5655691957068117
212,-1.448538218825672
213,-2.072603277438783
214,-2.501397200523198
215,-0.5371391562598022
216,0.9874353895669774
217,-0.050995397649957086
218,-1.2595649237571205
219,3.216031972768147
220,-0.11682191167567856
221,-0.39432355626544213
222,2.367241524977748
223,-4.864105297413352
224,-1.3313259815994938
225,-0.8141449415481081
226,-4.119300155071381
227,1.1213025643052672
228,0.21311822741281483
229,0.8268127770933345
230,2.0536021097998294
231,3.3371111066775003
232,1.0088597648692748
233,-3.873783697697727
234,2.8443921779582264
235,-2.095480661321242
236,0.38632594195840464
237,-2.9221537315546184
238,0.22084630624571167
239,-0.3202683791661771
240,-1.7572000786619348
241,-0.8770414902399487
242,2.6872212091856715
243,-2.0185893227423275
244,-1.1381484114643912
245,-3.8068269557318035
246,1.9143330432761767
247,-2.6349957089215748
248,-0.31740854558156695
249,-0.42482558389512604
250,1.5662289015274617
251,0.6551390895349019
252,2.9483233769645523
253,-2.4224793913877374
254,-2.030072117117225
255,1.4593373734546433
256,-0.14037152919560172
257,-1.1720378438905652
258,4.210474132627561
259,1.6379883304538
260,-2.543804843845053
261,2.2848124912081165
262,1.2958881664302213
263,-1.7736924197731425
264,3.2650209546140663
265,2.936060788535916
266,0.4134330756186215
267,0.7538780059782667
268,3.9024348364042947
269,2.3486677079553573
270,0.8747915603373206
271,-2.9150928852399467
272,0.822649461425075
273,-1.5605262820932693
274,5.933745239264326
275,-0.33920188414655256
276,2.4346521727823953
277,1.383748444859556
278,0.028388307000708046
279,-0.03474749285252626
280,-1.2383991449022917
281,0.649244885126466
282,2.6371618964673127
283,2.0470382583206415
284,-1.0603490363594894
285,-0.9966984707003032
286,3.130473877927816
287,1.1911213387659165
288,0.8137275585816787
289,3.563317442596086
290,-1.1196039406070826
291,-1.053040030680327
292,-2.169243968001809
293,0.17933716489333987
294,-1.7722740199158997
295,1.695463708917895
296,-2.2653964585657786
297,-0.7808689410692
298,0.6377094858612303
299,-0.1680811741562631
